ID_End,Estado,Sigla,Cidade,Bairro
960,Maranhão,MA,Costa Verde,Colônia de Aragão
961,Maranhão,MA,Moura do Oeste,Setor Fernanda Cardoso
962,Maranhão,MA,Moura do Oeste,Jardim de Oliveira
963,Maranhão,MA,Moura do Oeste,Jardim Sales
964,Maranhão,MA,Moura do Oeste,Via Oliveira
965,Maranhão,MA,Moura do Oeste,Rodovia Leandro Melo
966,Maranhão,MA,Novaes,Travessa Freitas
967,Maranhão,MA,Novaes,Praia Almeida
968,Maranhão,MA,Novaes,Núcleo Eduarda Nogueira
969,Maranhão,MA,Novaes,Trecho Larissa Santos
970,Maranhão,MA,Novaes,Residencial Fernandes
971,Maranhão,MA,Gomes Paulista,Recanto Moraes
972,Maranhão,MA,Gomes Paulista,Campo Monteiro
973,Maranhão,MA,Gomes Paulista,Conjunto de da Rocha
974,Maranhão,MA,Gomes Paulista,Alameda Cauã da Cruz
975,Maranhão,MA,Gomes Paulista,Jardim de Monteiro
976,Maranhão,MA,Carvalho,Fazenda Sofia Nogueira
977,Maranhão,MA,Carvalho,Estação de Viana
978,Maranhão,MA,Carvalho,Viela Murilo Lima
979,Maranhão,MA,Carvalho,Residencial de Barros
980,Maranhão,MA,Carvalho,Ladeira Martins
981,Maranhão,MA,Nogueira Alegre,Setor de Pires
982,Maranhão,MA,Nogueira Alegre,Viela Gustavo Henrique da Rocha
983,Maranhão,MA,Nogueira Alegre,Aeroporto Gomes
984,Maranhão,MA,Nogueira Alegre,Praia de Cavalcanti
985,Maranhão,MA,Nogueira Alegre,Rua da Mota
986,Maranhão,MA,Rezende de da Costa,Colônia Brenda Novaes
987,Maranhão,MA,Rezende de da Costa,Aeroporto Cecília Moraes
988,Maranhão,MA,Rezende de da Costa,Rodovia Renan Almeida
989,Maranhão,MA,Rezende de da Costa,Estrada de Aragão
990,Maranhão,MA,Rezende de da Costa,Jardim de Viana
991,Maranhão,MA,Rodrigues,Via de Moraes
992,Maranhão,MA,Rodrigues,Passarela Luiza Aragão
993,Maranhão,MA,Rodrigues,Avenida de Santos
994,Maranhão,MA,Rodrigues,Conjunto Vitor Ribeiro
995,Maranhão,MA,Rodrigues,Travessa Alves
996,Maranhão,MA,Porto,Rua Pinto
997,Maranhão,MA,Porto,Trevo Ana Vitória Melo
998,Maranhão,MA,Porto,Esplanada da Rosa
999,Maranhão,MA,Porto,Rua Vitor Santos
1000,Maranhão,MA,Porto,Pátio André da Mata
1001,Mato Grosso,MT,da Cunha,Núcleo Kamilly Peixoto
1002,Mato Grosso,MT,da Cunha,Esplanada Larissa Farias
1003,Mato Grosso,MT,da Cunha,Área Pires
1004,Mato Grosso,MT,da Cunha,Ladeira de Rocha
1005,Mato Grosso,MT,da Cunha,Conjunto Fernanda Cardoso
1006,Mato Grosso,MT,Costa,Parque de da Cruz
1007,Mato Grosso,MT,Costa,Trecho Pinto
1008,Mato Grosso,MT,Costa,Chácara Maria Fernanda Martins
1009,Mato Grosso,MT,Costa,Viela de Gomes
1010,Mato Grosso,MT,Costa,Conjunto de Santos
1011,Mato Grosso,MT,Caldeira,Favela Ana Julia Peixoto
1012,Mato Grosso,MT,Caldeira,Trecho de Martins
1013,Mato Grosso,MT,Caldeira,Loteamento de Costela
1014,Mato Grosso,MT,Caldeira,Praia Leandro da Conceição
1015,Mato Grosso,MT,Caldeira,Condomínio Mirella da Mota
1016,Mato Grosso,MT,Ribeiro,Lagoa Pires
1017,Mato Grosso,MT,Ribeiro,Viela de Rodrigues
1018,Mato Grosso,MT,Ribeiro,Aeroporto de Ferreira
1019,Mato Grosso,MT,Ribeiro,Recanto Rezende
1020,Mato Grosso,MT,Ribeiro,Vereda da Conceição
1021,Mato Grosso,MT,Jesus da Serra,Aeroporto da Rocha
1022,Mato Grosso,MT,Jesus da Serra,Colônia de Sales
1023,Mato Grosso,MT,Jesus da Serra,Lago Isaac Ramos
1024,Mato Grosso,MT,Jesus da Serra,Passarela de Silveira
1025,Mato Grosso,MT,Jesus da Serra,Trevo Ana Clara Ramos
1026,Mato Grosso,MT,Peixoto Verde,Alameda Silveira
1027,Mato Grosso,MT,Peixoto Verde,Viaduto Vitor Monteiro
1028,Mato Grosso,MT,Peixoto Verde,Lagoa de Moraes
1029,Mato Grosso,MT,Peixoto Verde,Campo de Fogaça
1030,Mato Grosso,MT,Peixoto Verde,Jardim Martins
1031,Mato Grosso,MT,Nogueira,Aeroporto Castro
1032,Mato Grosso,MT,Nogueira,Feira de Correia
1033,Mato Grosso,MT,Nogueira,Rodovia Ramos
1034,Mato Grosso,MT,Nogueira,Distrito de Novaes
1035,Mato Grosso,MT,Nogueira,Distrito de Moraes
1036,Mato Grosso,MT,Barros Verde,Largo de Ramos
1037,Mato Grosso,MT,Barros Verde,Via Aragão
1038,Mato Grosso,MT,Barros Verde,Residencial de Dias
1039,Mato Grosso,MT,Barros Verde,Recanto Nicolas da Cruz
1040,Mato Grosso,MT,Barros Verde,Lago Vieira
1041,Mato Grosso,MT,Rocha,Condomínio de Barbosa
1042,Mato Grosso,MT,Rocha,Setor Carolina Gomes
1043,Mato Grosso,MT,Rocha,Viaduto Matheus Alves
1044,Mato Grosso,MT,Rocha,Feira Barros
1045,Mato Grosso,MT,Rocha,Viela de Novaes
1046,Mato Grosso,MT,Cardoso de da Conceição,Loteamento de Campos
1047,Mato Grosso,MT,Cardoso de da Conceição,Área Costa
1048,Mato Grosso,MT,Cardoso de da Conceição,Área Laís Freitas
1049,Mato Grosso,MT,Cardoso de da Conceição,Lago Alves
1050,Mato Grosso,MT,Cardoso de da Conceição,Área de Rezende
1051,Mato Grosso,MT,da Paz,Aeroporto Isabel Lima
1052,Mato Grosso,MT,da Paz,Lago de da Mota
1053,Mato Grosso,MT,da Paz,Distrito da Costa
1054,Mato Grosso,MT,da Paz,Lago de da Cunha
1055,Mato Grosso,MT,da Paz,Trecho de Rodrigues
1056,Mato Grosso,MT,Porto das Pedras,Loteamento de Rezende
1057,Mato Grosso,MT,Porto das Pedras,Morro de Vieira
1058,Mato Grosso,MT,Porto das Pedras,Distrito de da Mota
1059,Mato Grosso,MT,Porto das Pedras,Loteamento Novaes
1060,Mato Grosso,MT,Porto das Pedras,Parque Silveira
1061,Mato Grosso,MT,Vieira de Minas,Alameda Miguel Silva
1062,Mato Grosso,MT,Vieira de Minas,Parque Bruna Pires
1063,Mato Grosso,MT,Vieira de Minas,Conjunto Bryan Farias
1064,Mato Grosso,MT,Vieira de Minas,Viela Freitas
1065,Mato Grosso,MT,Vieira de Minas,Pátio de Ramos
1066,Mato Grosso,MT,Araújo Paulista,Colônia de Lima
1067,Mato Grosso,MT,Araújo Paulista,Loteamento Lopes
1068,Mato Grosso,MT,Araújo Paulista,Estrada da Mata
1069,Mato Grosso,MT,Araújo Paulista,Estrada Manuela Dias
1070,Mato Grosso,MT,Araújo Paulista,Aeroporto de Sales
1071,Mato Grosso,MT,Mendes,Residencial Almeida
1072,Mato Grosso,MT,Mendes,Favela Costela
1073,Mato Grosso,MT,Mendes,Vereda Melo
1074,Mato Grosso,MT,Mendes,Chácara Vitor Gabriel Barbosa
1075,Mato Grosso,MT,Mendes,Largo Freitas
1076,Mato Grosso,MT,Ribeiro,Núcleo Mirella Moraes
1077,Mato Grosso,MT,Ribeiro,Praia Benjamin Azevedo
1078,Mato Grosso,MT,Ribeiro,Pátio Souza
1079,Mato Grosso,MT,Ribeiro,Viela de da Rocha
1080,Mato Grosso,MT,Ribeiro,Vila de Ribeiro
1081,Mato Grosso,MT,Sales,Lago Otávio da Rosa
1082,Mato Grosso,MT,Sales,Aeroporto Gomes
1083,Mato Grosso,MT,Sales,Estrada Thomas Gonçalves
1084,Mato Grosso,MT,Sales,Pátio de Barros
1085,Mato Grosso,MT,Sales,Lago Cardoso
1086,Mato Grosso,MT,Gonçalves do Amparo,Colônia Ana Clara da Rocha
1087,Mato Grosso,MT,Gonçalves do Amparo,Lago Mendes
1088,Mato Grosso,MT,Gonçalves do Amparo,Aeroporto de das Neves
1089,Mato Grosso,MT,Gonçalves do Amparo,Trevo Juan Caldeira
1090,Mato Grosso,MT,Gonçalves do Amparo,Quadra de Aragão
1091,Mato Grosso,MT,Melo,Setor da Rocha
1092,Mato Grosso,MT,Melo,Condomínio de Vieira
1093,Mato Grosso,MT,Melo,Recanto Júlia Vieira
1094,Mato Grosso,MT,Melo,Setor de Nunes
1095,Mato Grosso,MT,Melo,Setor de Peixoto
1096,Mato Grosso,MT,Gonçalves,Pátio Nogueira
1097,Mato Grosso,MT,Gonçalves,Viela de Lopes
1098,Mato Grosso,MT,Gonçalves,Fazenda de da Conceição
1099,Mato Grosso,MT,Gonçalves,Campo Augusto Souza
1100,Mato Grosso,MT,Gonçalves,Estrada Vitor Hugo Pereira
1101,Mato Grosso do Sul,MS,Jesus da Praia,Alameda Isaac da Paz
1102,Mato Grosso do Sul,MS,Jesus da Praia,Jardim da Mota
1103,Mato Grosso do Sul,MS,Jesus da Praia,Vale Nunes
1104,Mato Grosso do Sul,MS,Jesus da Praia,Feira de Martins
1105,Mato Grosso do Sul,MS,Jesus da Praia,Avenida Vieira
1106,Mato Grosso do Sul,MS,Jesus,Praia de Rezende
1107,Mato Grosso do Sul,MS,Jesus,Sítio de Barros
1108,Mato Grosso do Sul,MS,Jesus,Área Fernandes
1109,Mato Grosso do Sul,MS,Jesus,Estação Ramos
1110,Mato Grosso do Sul,MS,Jesus,Ladeira de Teixeira
1111,Mato Grosso do Sul,MS,Barros Alegre,Avenida de Teixeira
1112,Mato Grosso do Sul,MS,Barros Alegre,Ladeira Emanuelly da Rosa
1113,Mato Grosso do Sul,MS,Barros Alegre,Trevo de Rezende
1114,Mato Grosso do Sul,MS,Barros Alegre,Avenida Cauê Moura
1115,Mato Grosso do Sul,MS,Barros Alegre,Área Isis da Costa
1116,Mato Grosso do Sul,MS,Santos,Praia Luiz Henrique Rocha
1117,Mato Grosso do Sul,MS,Santos,Quadra Cunha
1118,Mato Grosso do Sul,MS,Santos,Estação Barbosa
1119,Mato Grosso do Sul,MS,Santos,Favela Peixoto
1120,Mato Grosso do Sul,MS,Santos,Vila Erick Nogueira
1121,Mato Grosso do Sul,MS,Ribeiro de Porto,Núcleo Silva
1122,Mato Grosso do Sul,MS,Ribeiro de Porto,Favela Oliveira
1123,Mato Grosso do Sul,MS,Ribeiro de Porto,Área de Freitas
1124,Mato Grosso do Sul,MS,Ribeiro de Porto,Trevo Almeida
1125,Mato Grosso do Sul,MS,Ribeiro de Porto,Passarela de Jesus
1126,Mato Grosso do Sul,MS,Araújo,Via Maria Eduarda Pereira
1127,Mato Grosso do Sul,MS,Araújo,Aeroporto Marcos Vinicius Almeida
1128,Mato Grosso do Sul,MS,Araújo,Avenida Diego Sales
1129,Mato Grosso do Sul,MS,Araújo,Parque Fernando Melo
1130,Mato Grosso do Sul,MS,Araújo,Trevo de Araújo
1131,Mato Grosso do Sul,MS,da Cruz,Vale Júlia Pereira
1132,Mato Grosso do Sul,MS,da Cruz,Campo de Castro
1133,Mato Grosso do Sul,MS,da Cruz,Lagoa Campos
1134,Mato Grosso do Sul,MS,da Cruz,Travessa de Moura
1135,Mato Grosso do Sul,MS,da Cruz,Estrada Aragão
1136,Mato Grosso do Sul,MS,Cavalcanti Alegre,Pátio Farias
1137,Mato Grosso do Sul,MS,Cavalcanti Alegre,Área de Pinto
1138,Mato Grosso do Sul,MS,Cavalcanti Alegre,Vila de Araújo
1139,Mato Grosso do Sul,MS,Cavalcanti Alegre,Vila de Barros
1140,Mato Grosso do Sul,MS,Cavalcanti Alegre,Ladeira de Nunes
1141,Mato Grosso do Sul,MS,Dias,Alameda Otávio Santos
1142,Mato Grosso do Sul,MS,Dias,Rua Nunes
1143,Mato Grosso do Sul,MS,Dias,Trecho Pinto
1144,Mato Grosso do Sul,MS,Dias,Travessa de Nogueira
1145,Mato Grosso do Sul,MS,Dias,Residencial de Lopes
1146,Mato Grosso do Sul,MS,Oliveira,Passarela de Ribeiro
1147,Mato Grosso do Sul,MS,Oliveira,Parque de Moreira
1148,Mato Grosso do Sul,MS,Oliveira,Morro Ana Vitória Araújo
1149,Mato Grosso do Sul,MS,Oliveira,Estação de Almeida
1150,Mato Grosso do Sul,MS,Oliveira,Colônia Alves
1151,Mato Grosso do Sul,MS,da Cunha da Serra,Quadra Melissa Vieira
1152,Mato Grosso do Sul,MS,da Cunha da Serra,Viela Ian Araújo
1153,Mato Grosso do Sul,MS,da Cunha da Serra,Chácara Oliveira
1154,Mato Grosso do Sul,MS,da Cunha da Serra,Fazenda de da Cunha
1155,Mato Grosso do Sul,MS,da Cunha da Serra,Loteamento Caio Ramos
1156,Mato Grosso do Sul,MS,Castro,Lago Ana Júlia Souza
1157,Mato Grosso do Sul,MS,Castro,Favela Barbosa
1158,Mato Grosso do Sul,MS,Castro,Sítio Nunes
1159,Mato Grosso do Sul,MS,Castro,Esplanada Azevedo
1160,Mato Grosso do Sul,MS,Castro,Residencial de Cavalcanti
1161,Mato Grosso do Sul,MS,Moura de Goiás,Vila Ana Clara Pinto
1162,Mato Grosso do Sul,MS,Moura de Goiás,Pátio Freitas
1163,Mato Grosso do Sul,MS,Moura de Goiás,Vila Sales
1164,Mato Grosso do Sul,MS,Moura de Goiás,Travessa de da Cunha
1165,Mato Grosso do Sul,MS,Moura de Goiás,Loteamento Lucca Souza
1166,Mato Grosso do Sul,MS,Aragão,Quadra de Porto
1167,Mato Grosso do Sul,MS,Aragão,Passarela de Jesus
1168,Mato Grosso do Sul,MS,Aragão,Quadra de Teixeira
1169,Mato Grosso do Sul,MS,Aragão,Fazenda Lívia Ferreira
1170,Mato Grosso do Sul,MS,Aragão,Lagoa da Rocha
1171,Mato Grosso do Sul,MS,Rocha Paulista,Rodovia Cardoso
1172,Mato Grosso do Sul,MS,Rocha Paulista,Travessa Pereira
1173,Mato Grosso do Sul,MS,Rocha Paulista,Área Rafael Azevedo
1174,Mato Grosso do Sul,MS,Rocha Paulista,Campo de Cardoso
1175,Mato Grosso do Sul,MS,Rocha Paulista,Colônia Ana Lívia Porto
1176,Mato Grosso do Sul,MS,Moura de Goiás,Distrito Azevedo
1177,Mato Grosso do Sul,MS,Moura de Goiás,Setor de da Luz
1178,Mato Grosso do Sul,MS,Moura de Goiás,Quadra Silva
1179,Mato Grosso do Sul,MS,Moura de Goiás,Passarela de Barbosa
1180,Mato Grosso do Sul,MS,Moura de Goiás,Recanto Nina Souza
1181,Mato Grosso do Sul,MS,Novaes,Lagoa de Fernandes
1182,Mato Grosso do Sul,MS,Novaes,Aeroporto Rodrigo Costa
1183,Mato Grosso do Sul,MS,Novaes,Chácara de Farias
1184,Mato Grosso do Sul,MS,Novaes,Pátio Esther Lopes
1185,Mato Grosso do Sul,MS,Novaes,Largo de Campos
1186,Mato Grosso do Sul,MS,Caldeira,Trecho Cauã Araújo
1187,Mato Grosso do Sul,MS,Caldeira,Rodovia de Nascimento
1188,Mato Grosso do Sul,MS,Caldeira,Ladeira João Caldeira
1189,Mato Grosso do Sul,MS,Caldeira,Loteamento Theo Cavalcanti
1190,Mato Grosso do Sul,MS,Caldeira,Viela de Gomes
1191,Mato Grosso do Sul,MS,Aragão do Norte,Viela Lima
1192,Mato Grosso do Sul,MS,Aragão do Norte,Viaduto da Cunha
1193,Mato Grosso do Sul,MS,Aragão do Norte,Vale Lopes
1194,Mato Grosso do Sul,MS,Aragão do Norte,Recanto da Rocha
1195,Mato Grosso do Sul,MS,Aragão do Norte,Rodovia de da Rosa
1196,Mato Grosso do Sul,MS,Gonçalves,Estação Maysa Castro
1197,Mato Grosso do Sul,MS,Gonçalves,Residencial Noah Barros
1198,Mato Grosso do Sul,MS,Gonçalves,Feira Nogueira
1199,Mato Grosso do Sul,MS,Gonçalves,Largo Cavalcanti
1200,Mato Grosso do Sul,MS,Gonçalves,Quadra de Nascimento
1201,Minas Gerais,MG,Melo de da Mata,Via Correia
1202,Minas Gerais,MG,Melo de da Mata,Aeroporto de da Cruz
1203,Minas Gerais,MG,Melo de da Mata,Travessa Viana
1204,Minas Gerais,MG,Melo de da Mata,Chácara de Ribeiro
1205,Minas Gerais,MG,Melo de da Mata,Rua Fogaça
1206,Minas Gerais,MG,Porto da Praia,Largo de Rezende
1207,Minas Gerais,MG,Porto da Praia,Praça Enrico Ribeiro
1208,Minas Gerais,MG,Porto da Praia,Lago de Vieira
1209,Minas Gerais,MG,Porto da Praia,Setor da Costa
1210,Minas Gerais,MG,Porto da Praia,Travessa Gustavo Fogaça
1211,Minas Gerais,MG,Santos de Costa,Praça Nogueira
1212,Minas Gerais,MG,Santos de Costa,Pátio de Pereira
1213,Minas Gerais,MG,Santos de Costa,Colônia de Santos
1214,Minas Gerais,MG,Santos de Costa,Jardim Porto
1215,Minas Gerais,MG,Santos de Costa,Jardim Nogueira
1216,Minas Gerais,MG,da Mota das Flores,Viela Sophia Gonçalves
1217,Minas Gerais,MG,da Mota das Flores,Viela Vitor Gabriel das Neves
1218,Minas Gerais,MG,da Mota das Flores,Lagoa Barbosa
1219,Minas Gerais,MG,da Mota das Flores,Jardim Juan da Paz
1220,Minas Gerais,MG,da Mota das Flores,Colônia de Dias
1221,Minas Gerais,MG,Aragão,Recanto Nogueira
1222,Minas Gerais,MG,Aragão,Residencial Ramos
1223,Minas Gerais,MG,Aragão,Jardim Erick Carvalho
1224,Minas Gerais,MG,Aragão,Núcleo de Melo
1225,Minas Gerais,MG,Aragão,Rodovia da Conceição
1226,Minas Gerais,MG,Castro,Chácara de Moraes
1227,Minas Gerais,MG,Castro,Setor Lavínia Correia
1228,Minas Gerais,MG,Castro,Vereda Cardoso
1229,Minas Gerais,MG,Castro,Chácara de Azevedo
1230,Minas Gerais,MG,Castro,Rodovia de Cardoso
1231,Minas Gerais,MG,da Rocha,Ladeira Julia Barros
1232,Minas Gerais,MG,da Rocha,Praia Anthony Alves
1233,Minas Gerais,MG,da Rocha,Conjunto de Martins
1234,Minas Gerais,MG,da Rocha,Residencial Lopes
1235,Minas Gerais,MG,da Rocha,Estação Isabella Mendes
1236,Minas Gerais,MG,da Cruz de da Rocha,Loteamento de Pires
1237,Minas Gerais,MG,da Cruz de da Rocha,Largo de Moreira
1238,Minas Gerais,MG,da Cruz de da Rocha,Via Cardoso
1239,Minas Gerais,MG,da Cruz de da Rocha,Morro Monteiro
1240,Minas Gerais,MG,da Cruz de da Rocha,Alameda Valentina Cardoso
1241,Minas Gerais,MG,Mendes das Pedras,Viaduto de Pires
1242,Minas Gerais,MG,Mendes das Pedras,Morro Ribeiro
1243,Minas Gerais,MG,Mendes das Pedras,Campo de Nogueira
1244,Minas Gerais,MG,Mendes das Pedras,Colônia Erick da Conceição
1245,Minas Gerais,MG,Mendes das Pedras,Avenida de Fogaça
1246,Minas Gerais,MG,Cavalcanti de Minas,Favela Camila Martins
1247,Minas Gerais,MG,Cavalcanti de Minas,Rodovia Thomas da Cunha
1248,Minas Gerais,MG,Cavalcanti de Minas,Via Pietra Nogueira
1249,Minas Gerais,MG,Cavalcanti de Minas,Fazenda de Sales
1250,Minas Gerais,MG,Cavalcanti de Minas,Núcleo Guilherme Nascimento
1251,Minas Gerais,MG,Peixoto Verde,Parque André Lopes
1252,Minas Gerais,MG,Peixoto Verde,Setor Marcos Vinicius da Luz
1253,Minas Gerais,MG,Peixoto Verde,Passarela Sarah Aragão
1254,Minas Gerais,MG,Peixoto Verde,Colônia de Mendes
1255,Minas Gerais,MG,Peixoto Verde,Campo Rezende
1256,Minas Gerais,MG,Caldeira Verde,Área Valentina Peixoto
1257,Minas Gerais,MG,Caldeira Verde,Viela Luiz Miguel das Neves
1258,Minas Gerais,MG,Caldeira Verde,Condomínio da Mota
1259,Minas Gerais,MG,Caldeira Verde,Avenida Novaes
1260,Minas Gerais,MG,Caldeira Verde,Viaduto Cunha
1261,Minas Gerais,MG,Moraes,Estação de da Paz
1262,Minas Gerais,MG,Moraes,Colônia Peixoto
1263,Minas Gerais,MG,Moraes,Lagoa Lívia Ribeiro
1264,Minas Gerais,MG,Moraes,Distrito Lívia Oliveira
1265,Minas Gerais,MG,Moraes,Campo Peixoto
1266,Minas Gerais,MG,Carvalho de Cavalcanti,Fazenda da Conceição
1267,Minas Gerais,MG,Carvalho de Cavalcanti,Distrito de Cardoso
1268,Minas Gerais,MG,Carvalho de Cavalcanti,Viaduto João Felipe Moura
1269,Minas Gerais,MG,Carvalho de Cavalcanti,Avenida Pinto
1270,Minas Gerais,MG,Carvalho de Cavalcanti,Lago Rezende
1271,Minas Gerais,MG,Barbosa,Estação Almeida
1272,Minas Gerais,MG,Barbosa,Viaduto Marcelo da Cunha
1273,Minas Gerais,MG,Barbosa,Avenida de Duarte
1274,Minas Gerais,MG,Barbosa,Trevo Almeida
1275,Minas Gerais,MG,Barbosa,Trecho Cecília da Rosa
1276,Minas Gerais,MG,Moreira,Largo Bianca Costela
1277,Minas Gerais,MG,Moreira,Feira Nunes
1278,Minas Gerais,MG,Moreira,Rua Caldeira
1279,Minas Gerais,MG,Moreira,Jardim Kamilly da Mota
1280,Minas Gerais,MG,Moreira,Chácara Natália Santos
1281,Minas Gerais,MG,Cunha dos Dourados,Conjunto Brenda da Cunha
1282,Minas Gerais,MG,Cunha dos Dourados,Chácara de Gomes
1283,Minas Gerais,MG,Cunha dos Dourados,Sítio Nunes
1284,Minas Gerais,MG,Cunha dos Dourados,Quadra Julia Correia
1285,Minas Gerais,MG,Cunha dos Dourados,Distrito Fernando da Mota
1286,Minas Gerais,MG,Sales,Estrada de Novaes
1287,Minas Gerais,MG,Sales,Sítio Moura
1288,Minas Gerais,MG,Sales,Praça Maria Eduarda das Neves
1289,Minas Gerais,MG,Sales,Viaduto Melo
1290,Minas Gerais,MG,Sales,Pátio da Luz
1291,Minas Gerais,MG,Melo do Galho,Setor Cauê Ferreira
1292,Minas Gerais,MG,Melo do Galho,Praia Nogueira
1293,Minas Gerais,MG,Melo do Galho,Feira de Fogaça
1294,Minas Gerais,MG,Melo do Galho,Sítio Bryan Nogueira
1295,Minas Gerais,MG,Melo do Galho,Lagoa de Freitas
1296,Minas Gerais,MG,Monteiro,Chácara Kevin Gomes
1297,Minas Gerais,MG,Monteiro,Estação Duarte
1298,Minas Gerais,MG,Monteiro,Feira Beatriz Ramos
1299,Minas Gerais,MG,Monteiro,Núcleo de Costa
1300,Minas Gerais,MG,Monteiro,Alameda Kamilly da Mota
1301,Pará,PA,Cardoso,Setor de Gonçalves
1302,Pará,PA,Cardoso,Viaduto Lima
1303,Pará,PA,Cardoso,Quadra de Caldeira
1304,Pará,PA,Cardoso,Favela de da Conceição
1305,Pará,PA,Cardoso,Estação Farias
1306,Pará,PA,Gonçalves,Favela de Araújo
1307,Pará,PA,Gonçalves,Praia Kamilly Moura
1308,Pará,PA,Gonçalves,Rua Santos
1309,Pará,PA,Gonçalves,Lagoa Peixoto
1310,Pará,PA,Gonçalves,Praia Costela
1311,Pará,PA,Ferreira da Mata,Praia Sarah Rezende
1312,Pará,PA,Ferreira da Mata,Avenida Ana Julia Lima
1313,Pará,PA,Ferreira da Mata,Via Cardoso
1314,Pará,PA,Ferreira da Mata,Loteamento Valentina Gonçalves
1315,Pará,PA,Ferreira da Mata,Núcleo Enzo Vieira
1316,Pará,PA,Moura,Favela de Vieira
1317,Pará,PA,Moura,Feira Henrique Cardoso
1318,Pará,PA,Moura,Parque Levi da Rocha
1319,Pará,PA,Moura,Vila Lucas Gabriel Porto
1320,Pará,PA,Moura,Estrada Bryan Alves
1321,Pará,PA,Souza dos Dourados,Ladeira Caroline Araújo
1322,Pará,PA,Souza dos Dourados,Praça Marcela Fogaça
1323,Pará,PA,Souza dos Dourados,Fazenda Costela
1324,Pará,PA,Souza dos Dourados,Estrada Moreira
1325,Pará,PA,Souza dos Dourados,Estação Joana Santos
1326,Pará,PA,Castro do Amparo,Vale Ana Vitória Almeida
1327,Pará,PA,Castro do Amparo,Colônia Luiz Fernando Moura
1328,Pará,PA,Castro do Amparo,Rodovia de Moreira
1329,Pará,PA,Castro do Amparo,Loteamento de Gonçalves
1330,Pará,PA,Castro do Amparo,Estação Rodrigues
1331,Pará,PA,Martins do Galho,Vereda Bruno Mendes
1332,Pará,PA,Martins do Galho,Colônia Juliana da Cunha
1333,Pará,PA,Martins do Galho,Parque Moraes
1334,Pará,PA,Martins do Galho,Praia Maria Cecília da Rosa
1335,Pará,PA,Martins do Galho,Viela de Jesus
1336,Pará,PA,Gomes,Lago Barros
1337,Pará,PA,Gomes,Fazenda Levi Rocha
1338,Pará,PA,Gomes,Parque Gonçalves
1339,Pará,PA,Gomes,Travessa André Cavalcanti
1340,Pará,PA,Gomes,Condomínio Martins
1341,Pará,PA,Farias de Ramos,Estrada Ana Laura Dias
1342,Pará,PA,Farias de Ramos,Lago de Moreira
1343,Pará,PA,Farias de Ramos,Estação Ferreira
1344,Pará,PA,Farias de Ramos,Favela Pinto
1345,Pará,PA,Farias de Ramos,Jardim Ramos
1346,Pará,PA,Barros do Oeste,Praça de Freitas
1347,Pará,PA,Barros do Oeste,Setor Rodrigues
1348,Pará,PA,Barros do Oeste,Rua Marcelo Dias
1349,Pará,PA,Barros do Oeste,Chácara Souza
1350,Pará,PA,Barros do Oeste,Trevo de da Mota
1351,Pará,PA,Ferreira do Norte,Distrito Lucas Gabriel Costela
1352,Pará,PA,Ferreira do Norte,Passarela Duarte
1353,Pará,PA,Ferreira do Norte,Favela de Santos
1354,Pará,PA,Ferreira do Norte,Ladeira Ramos
1355,Pará,PA,Ferreira do Norte,Aeroporto de Gomes
1356,Pará,PA,da Costa,Aeroporto Luiz Gustavo Oliveira
1357,Pará,PA,da Costa,Distrito Souza
1358,Pará,PA,da Costa,Via Caldeira
1359,Pará,PA,da Costa,Área Thomas Teixeira
1360,Pará,PA,da Costa,Vale Cauê Lima
1361,Pará,PA,Souza,Área da Luz
1362,Pará,PA,Souza,Vale Theo Cardoso
1363,Pará,PA,Souza,Favela da Rosa
1364,Pará,PA,Souza,Praia Lara Alves
1365,Pará,PA,Souza,Núcleo de Cunha
1366,Pará,PA,Nogueira Alegre,Trecho Samuel Jesus
1367,Pará,PA,Nogueira Alegre,Travessa de Nogueira
1368,Pará,PA,Nogueira Alegre,Jardim Larissa da Cruz
1369,Pará,PA,Nogueira Alegre,Trecho Castro
1370,Pará,PA,Nogueira Alegre,Fazenda de Ramos
1371,Pará,PA,Rezende,Condomínio de Cardoso
1372,Pará,PA,Rezende,Morro de Santos
1373,Pará,PA,Rezende,Setor Jesus
1374,Pará,PA,Rezende,Rua Mendes
1375,Pará,PA,Rezende,Núcleo de Pinto
1376,Pará,PA,Cavalcanti,Morro Correia
1377,Pará,PA,Cavalcanti,Pátio Lívia Ferreira
1378,Pará,PA,Cavalcanti,Favela de Cunha
1379,Pará,PA,Cavalcanti,Viela de Martins
1380,Pará,PA,Cavalcanti,Colônia Moraes
1381,Pará,PA,Azevedo da Mata,Núcleo de Cunha
1382,Pará,PA,Azevedo da Mata,Avenida Pedro Miguel Freitas
1383,Pará,PA,Azevedo da Mata,Viela Theo Pires
1384,Pará,PA,Azevedo da Mata,Vila de Costela
1385,Pará,PA,Azevedo da Mata,Morro de Pires
1386,Pará,PA,Ramos do Norte,Estrada Ana Beatriz Castro
1387,Pará,PA,Ramos do Norte,Lago de da Luz
1388,Pará,PA,Ramos do Norte,Núcleo Pedro Martins
1389,Pará,PA,Ramos do Norte,Quadra Otávio da Conceição
1390,Pará,PA,Ramos do Norte,Parque Dias
1391,Pará,PA,Moreira,Largo Lucas Gabriel Duarte
1392,Pará,PA,Moreira,Rodovia Gabriela Nascimento
1393,Pará,PA,Moreira,Estrada de Moraes
1394,Pará,PA,Moreira,Trevo de Correia
